Date Time,Battery[V],Temperature,Humidity, AN_1_A,AN_1_B,AN_2_A,AN_3_A,AN_4_A,AN_4_B,
2014\08\29 19:33:10,9.6,  20.2,N.C.,8591.2,145.3,0.000,0.000,  0.0, 90.2,
